Unnamed: 0,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
15614,W255BN,41.9383611111111,-88.7509166666667,98.9,0.01,0.0,IL ,"AMERICAN EDUCATION FOUNDATION, INC.                                         "
15615,WJEZ        ,41.0350277777778,-88.4361666666667,98.9,0.01,149.0,IL ,CUMULUS LICENSING LLC                                                       
15616,WISH-FM     ,37.9311666666667,-88.6806111111111,98.9,0.01,122.0,IL ,"WISH RADIO, LLC                                                             "
15617,WHQQ        ,39.24975,-88.3800555555555,98.9,0.01,138.0,IL ,"THE CROMWELL GROUP, INC. OF ILLINOIS                                        "
15618,WLKU        ,41.3123611111111,-90.3795,98.9,0.01,265.0,IL ,EDUCATIONAL MEDIA FOUNDATION                                                
15619,W255BH,41.4158888888889,-86.3122222222222,98.9,0.01,0.0,IN ,"CALVARY RADIO NETWORK, INC.                                                 "
15620,WYRZ-LP     ,39.8525277777778,-86.3938611111111,98.9,0.01,0.0,IN ,HENDRICKS COUNTY EDUCATIONAL MEDIA CORPORATION                              
15621,WGRM-LP     ,39.2519444444445,-85.9411111111111,98.9,0.01,1.0,IN ,LA IGLESIA DE DIOS PENTECOSTES INC.                                         
15622,W255BG,39.3150555555556,-85.4874722222222,98.9,0.01,0.0,IN ,THE TRUSTEES OF INDIANA UNIVERSITY                                          
15623,W255DD,39.60975,-86.419,98.9,0.01,0.0,IN ,"MID-AMERICA RADIO GROUP, INC.                                               "
15625,W255DQ,38.0941666666667,-87.6941666666667,98.9,0.01,0.0,IN ,THE INNOVATION CENTER INC                                                   
15626,WBYR        ,40.9539444444444,-84.88525,98.9,0.01,138.0,IN ,PATHFINDER COMMUNICATIONS CORPORATION                                       
15627,KQQF        ,37.1078611111111,-95.7230277777778,98.9,0.01,138.0,KS ,"SEK MEDIA, LLC                                                              "
15628,KGBK        ,38.3105555555556,-99.0133333333333,98.9,0.01,123.0,KS ,"AD ASTRA PER ASPERA BROADCASTING, INC.                                      "
15629,KQRC-FM     ,39.0222222222222,-94.5138333333333,98.9,0.01,335.0,KS ,"AUDACY LICENSE, LLC                                                         "
15632,KLOJ-LP     ,39.2260555555556,-96.6170833333333,98.9,0.01,44.0,KS ,"SEVEN DOLORS OF THE BLESSED VIRGIN MARY PARISH, MANHATTAN, INC.             "
15633,K255DK,38.3386666666667,-97.6683611111111,98.9,0.01,0.0,KS ,"AD ASTRA PER ASPERA BROADCASTING, INC.                                      "
15634,W255CX,37.5934444444444,-84.30175,98.9,0.01,0.0,KY ,JARED A. NIX                                                                
15635,WSIP-FM     ,37.8584166666667,-82.7946111111111,98.9,0.01,191.0,KY ,"S.I.P. BROADCASTING COMPANY, INC.                                           "
15636,WNRW        ,38.192,-85.5196666666667,98.9,0.01,157.0,KY ,"IHM LICENSES, LLC                                                           "
15637,WUUU        ,30.7368611111111,-90.2011944444445,98.9,0.01,100.0,LA ,"PITTMAN BROADCASTING SERVICES, LLC.                                         "
15638,K255BT,32.5020833333333,-92.1129166666667,98.9,0.01,0.0,LA ,"BLACK MEDIA WORKS, INC.                                                     "
15640,KOGQ-LP     ,32.8611666666667,-91.378,98.9,0.01,23.0,LA ,"ACADEMY FOR ART, CRAFTS, TALENT AND SONG, INC.                              "
15641,WNNI        ,42.69838888888889,-73.0645277777778,98.9,0.01,158.8,MA ,"NEW ENGLAND PUBLIC MEDIA, INC.                                              "
15642,W255DL,42.2416666666667,-72.6483333333333,98.9,0.01,0.0,MA ,"IHM LICENSES, LLC                                                           "
15643,WORC-FM     ,42.0364722222222,-71.9889722222222,98.9,0.01,125.0,MA ,"RADIO LICENSE HOLDING CBC, LLC                                              "
15644,W255CP,39.6267777777778,-77.7105555555556,98.9,0.01,0.0,MD ,"MANNING BROADCASTING, INC.                                                  "
15645,WSBY-FM     ,38.3001111111111,-75.6276944444444,98.9,0.01,99.0,MD ,"IHM LICENSES, LLC                                                           "
15646,WCLZ        ,43.927861111111106,-69.9945,98.9,0.01,122.0,ME ,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC                                     "
15649,WWRW        ,43.6638888888889,-85.482,98.9,0.01,97.0,MI ,SMILE FM                                                                    
15651,W255DF,42.4592222222222,-85.7328055555556,98.9,0.01,0.0,MI ,QUINCY-RICHARD LLC                                                          
15652,WAWM        ,45.4777777777778,-84.9511666666667,98.9,0.01,244.0,MI ,EDUCATIONAL MEDIA FOUNDATION                                                
15654,WNFH        ,43.2989166666667,-83.5093888888889,98.9,0.01,100.0,MI ,"WONDERFUL NEWS RADIO, INC.                                                  "
15656,WAXT-LP     ,43.3925,-86.3258888888889,98.9,0.01,0.0,MI ,"WHITE LAKE BROADCASTERS, INC                                                "
15657,W255DI,42.73225,-86.10225,98.9,0.01,0.0,MI ,LANSER BROADCASTING CORPORATION                                             
15658,KTCO        ,46.7907777777778,-92.1165833333333,98.9,0.01,183.0,MN ,"MIDWEST COMMUNICATIONS, INC.                                                "
15659,K255AN,43.8870555555556,-92.8491388888889,98.9,0.01,0.0,MN ,"MINN-IOWA CHRISTIAN BROADCASTING, INC.                                      "
15660,KRSM-LP     ,44.9485555555556,-93.2702222222222,98.9,0.01,0.0,MN ,PILLSBURY UNITED COMMUNITIES                                                
15661,KZPK        ,45.5674722222222,-94.5119444444444,98.9,0.01,220.0,MN ,"LEIGHTON ENTERPRISES, INC.                                                  "
15664,K255CZ,44.5371944444444,-92.5224166666667,98.9,0.01,0.0,MN ,"Q MEDIA GROUP, LLC                                                          "
15665,KNLW-LP     ,44.0916111111111,-92.5176666666667,98.9,0.01,0.0,MN ,NEW LIFE WORSHIP CENTER                                                     
15666,KYMO-FM     ,37.0605555555556,-89.6241666666667,98.9,0.01,188.0,MO ,"DELTA BROADCASTING, LLC                                                     "
15667,K255DJ,39.0144722222222,-92.27575,98.9,0.01,0.0,MO ,CUMULUS LICENSING LLC                                                       
15668,K255AH,36.9817222222222,-94.4768888888889,98.9,0.01,0.0,MO ,BOARD OF GOVERNORS OF MISSOURI STATE UNIVERSITY                             
15670,KFLW        ,37.8783611111111,-92.0179444444444,98.9,0.01,191.0,MO ,"BENNE BROADCASTING OF THE OZARKS, LLC                                       "
15671,WAJV        ,33.4303888888889,-88.7547777777778,98.9,0.01,139.2,MS ,"GTR LICENSES, LLC                                                           "
15672,WLYJ        ,32.0643055555556,-88.7242222222222,98.9,0.01,96.0,MS ,JOY CHRISTIAN MINISTRIES                                                    
15674,KAAK        ,47.5396666666667,-111.285805555556,98.9,0.01,147.0,MT ,TOWNSQUARE LICENSE LLC                                                      
15675,K255CH,48.1760555555556,-114.350138888889,98.9,0.01,0.0,MT ,EDUCATIONAL MEDIA FOUNDATION                                                
15676,WLXB        ,35.7915555555556,-77.3813611111111,98.9,0.01,149.0,NC ,EDUCATIONAL MEDIA FOUNDATION                                                
15677,W255BE,35.5976388888889,-78.7588888888889,98.9,0.01,0.0,NC ,"BIBLE BROADCASTING NETWORK, INC.                                            "
15678,W255AM,35.8459722222222,-78.6430555555556,98.9,0.01,0.0,NC ,"RADIO TRAINING NETWORK, INC.                                                "
15679,KXYM-LP     ,48.84083333333329,-99.7556944444444,98.9,0.01,0.0,ND ,TWO HEARTS RADIO                                                            
15680,K255DG,47.4991666666667,-97.3511944444445,98.9,0.01,0.0,ND ,"KMSR, INC.                                                                  "
15681,K255CJ,41.2572222222222,-95.9644722222222,98.9,0.01,0.0,NE ,CSN INTERNATIONAL                                                           
15684,K255DF,41.4111111111111,-96.5328055555556,98.9,0.01,0.0,NE ,"WALNUT RADIO, LLC                                                           "
15685,KKPR-FM     ,40.8147222222222,-98.7703611111111,98.9,0.01,191.0,NE ,"FLOOD COMMUNICATIONS TRI-CITIES, L.L.C.                                     "
15686,K255CS,40.7758333333333,-96.7258611111111,98.9,0.01,0.0,NE ,CSN INTERNATIONAL                                                           
15687,K255CK,42.2344444444444,-97.0558888888889,98.9,0.01,0.0,NE ,"WAYNE RADIO WORKS, LLC                                                      "
15688,W255DA,42.81675,-71.2697777777778,98.9,0.01,0.0,NH ,COSTA-EAGLE RADIO VENTURES LIMITED PARTNERSHIP                              
15689,W255CF,43.6544444444444,-72.2946944444445,98.9,0.01,0.0,NH ,"SUGAR RIVER MEDIA, LLC                                                      "
15690,K255AU,35.2148611111111,-106.451083333333,98.9,0.01,0.0,NM ,"RELEVANT RADIO, INC.                                                        "
15692,K255CE,40.813111111111105,-115.69975,98.9,0.01,317.0,NV ,"ELKO BROADCASTING COMPANY, INC.                                             "
15693,K255CT,36.1473611111111,-115.1555,98.9,0.01,0.0,NV ,LOTUS BROADCASTING CORP.                                                    
15695,W255DH,42.9261111111111,-78.8408333333333,98.9,0.01,0.0,NY ,"RADIO LICENSE HOLDING CBC, LLC                                              "
15696,W255DC,43.2947777777778,-76.4427222222222,98.9,0.01,0.0,NY ,"CRAM COMMUNICATIONS, LLC.                                                   "
15697,WBZA        ,43.1706111111111,-77.6727777777778,98.9,0.01,172.0,NY ,"AUDACY LICENSE, LLC                                                         "
15698,WGNY-FM     ,41.8408055555556,-73.9899166666667,98.9,0.01,213.0,NY ,SUNRISE BROADCASTING CORP.                                                  
15699,WOOS-LP     ,42.78525,-73.9915555555556,98.9,0.01,0.0,NY ,TROY BIKE RESCUE INC.                                                       
15700,W255CW,41.4300277777778,-82.1518055555556,98.9,0.01,0.0,OH ,"WDLW RADIO, INC.                                                            "
15701,WTOH        ,39.9711666666667,-83.0276666666667,98.9,0.01,154.0,OH ,"SALEM MEDIA OF OHIO, INC.                                                   "
15702,WMXY        ,41.0567222222222,-80.6453333333333,98.9,0.01,418.0,OH ,"IHM LICENSES, LLC                                                           "
15703,K255DL,35.4292222222222,-99.4970277777778,98.9,0.01,0.0,OK ,TOP O' TEXAS EDUCATIONAL BROADCASTING FOUNDATION                            
15705,KVLS-LP     ,34.5752777777778,-98.4752777777778,98.9,0.01,32.0,OK ,LIBERTY HEIGHTS CHRISTIAN CHURCH                                            
15706,KYIS        ,35.5603333333333,-97.4855833333333,98.9,0.01,470.0,OK ,"RADIO LICENSE HOLDING CBC, LLC                                              "
15709,K255BE,36.1070555555556,-95.7871944444444,98.9,0.01,0.0,OK ,EDUCATIONAL MEDIA FOUNDATION                                                
15710,K255CA,44.0776111111111,-121.331416666667,98.9,0.01,0.0,OR ,UNIVERSITY OF OREGON                                                        
15711,K255AJ,42.9015,-123.286444444444,98.9,0.01,495.0,OR ,"RAIDER COMMUNICATIONS, INC.                                                 "
15713,W255BL,40.9878055555556,-76.5470833333333,98.9,0.01,0.0,PA ,"FAMILY LIFE MINISTRIES, INC.                                                "
15714,WHYP-LP     ,41.9077222222222,-79.65125,98.9,0.01,0.0,PA ,CORRY AREA RADIO SERVICE                                                    
15716,WQKY        ,41.4922777777778,-78.255,98.9,0.01,167.0,PA ,"SALTER COMMUNICATIONS, INC.                                                 "
15718,W255DM,40.312,-79.8506111111111,98.9,0.01,0.0,PA ,PENTECOSTAL TEMPLE DEVELOPMENT CORPORATION                                  
15719,WQLV        ,40.5050555555556,-77.1171944444444,98.9,0.01,273.0,PA ,RICHARD L. COOPER D.B.A COOPER COMMUNICATIONS                               
15720,WUSL        ,40.0437222222222,-75.2418333333333,98.9,0.01,204.0,PA ,"IHM LICENSES, LLC                                                           "
15722,W255BO,41.42675,-75.7474166666667,98.9,0.01,0.0,PA ,"TELIKOJA EDUCATIONAL BROADCASTING, INC.                                     "
15723,W255AE,41.8592222222222,-79.13725,98.9,0.01,0.0,PA ,"PUBLIC BROADCASTING OF NORTHWEST PENNSYLVANIA, INC.                         "
15724,WOLR-LP     ,41.2247777777778,-77.0582777777778,98.9,0.01,0.0,PA ,ADVENTIST COMMUNITY BROADCASTING CORPORATION                                
15725,W255DJ,39.94175,-76.6982777777778,98.9,0.01,0.0,PA ,"YORK PROFESSIONAL BASEBALL CLUB, LLC                                        "
15726,W255DR,33.9596111111111,-81.0409166666667,98.9,0.01,0.0,SC ,GLORY COMMUNICATIONS INC.                                                   
15727,W255BZ,33.8526666666667,-79.0566944444445,98.9,0.01,0.0,SC ,"GORILLA BROADCASTING COMPANY, LLC                                           "
15728,WVOY-LP     ,34.6831944444444,-80.3822777777778,98.9,0.01,0.0,SC ,"THE CHURCH OF GOD, INC. EMMANUEL                                            "
15729,WTMZ-FM     ,33.1876666666667,-79.5583888888889,98.9,0.01,150.0,SC ,"KIRKMAN BROADCASTING, INC.                                                  "
15731,WYRD-FM     ,35.1698333333333,-82.2909444444445,98.9,0.01,581.4,SC ,"AUDACY LICENSE, LLC                                                         "
15733,K255DE,44.31163888888889,-100.352916666667,98.9,0.01,0.0,SD ,"RIVERFRONT BROADCASTING, LLC                                                "
15734,W255DB,36.4331388888889,-82.1363611111111,98.9,0.01,0.0,TN ,"BRISTOL BROADCASTING COMPANY, INC.                                          "
15735,WOFE        ,36.49061111111111,-85.0296666666667,98.9,0.01,233.9,TN ,"3B PROPERTIES, LLC"
15736,W255DK,35.5920555555556,-87.0599722222222,98.9,0.01,0.0,TN ,"RADIO MARIA, INC.                                                           "
15737,WRHE-LP     ,35.492,-85.0496666666667,98.9,0.01,0.0,TN ,W.H.A.T. MINISTIRES                                                         
15738,W255AP,36.1147777777778,-87.3513888888889,98.9,0.01,0.0,TN ,"PENNYRILE CHRISTIAN COMMUNITY, INC.                                         "
15740,WANT        ,36.2067222222222,-86.2672222222222,98.9,0.01,97.0,TN ,"BAY-POINTE BROADCASTING, INC.                                               "
